machine_id,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code
211329833,2,4,5,8,11,1,5,1,0,87123
211329924,3,4,1,11,15,0,5,1,1,93722
211330317,99,4,1,4,13,0,2,1,0,98208
211330529,3,2,2,6,11,1,3,1,0,53140
211332933,2,3,4,11,11,1,1,1,0,73107
211333192,4,1,2,8,17,1,1,1,0,03053
211333248,3,1,3,4,11,1,1,1,1,01056
211333743,2,2,5,8,18,1,5,1,0,46725
211333960,3,4,5,11,13,1,1,1,0,91344
211334632,99,1,1,1,13,0,2,1,0,12533
211334713,2,2,1,10,11,0,5,1,0,60619
211335441,2,3,5,6,16,1,1,1,0,21788
211385249,99,2,2,9,13,0,1,1,0,51503
211385385,99,3,5,11,11,0,2,1,0,
211385820,2,1,1,11,15,0,1,1,0,14304
211386187,99,2,1,8,12,0,2,1,0,48219
211386299,2,3,2,11,11,1,1,1,0,22664
211387344,99,2,3,8,12,1,1,1,0,43338
211388530,3,3,3,10,16,1,2,1,0,33186
211389305,99,2,1,8,12,0,1,1,0,62704
211390850,2,2,2,11,11,1,1,1,0,62026
211390997,3,1,4,4,11,1,1,1,0,05450
211393099,2,1,4,7,11,1,2,1,0,17603
211393428,99,2,5,7,11,1,2,1,0,60619
211393609,3,2,5,6,16,1,1,1,0,43147
211393653,3,3,1,7,12,0,5,1,1,77901
211394949,4,3,2,7,15,0,1,1,0,33137
211395464,3,1,2,11,15,0,1,1,0,11204
211397630,99,3,3,7,13,0,1,1,0,25403
211397799,99,4,4,7,16,1,1,1,0,84094
211398436,2,2,1,7,13,0,1,1,0,46544
211399968,99,4,3,3,11,1,2,1,1,85201
211400454,4,3,4,11,12,0,1,1,0,23851
211403661,3,3,2,5,16,1,1,1,0,77590
211404917,5,3,2,11,15,1,1,1,0,30269
211405013,99,3,3,11,14,0,2,1,0,39565
211405055,99,3,5,9,12,1,1,1,0,72315
211405282,2,3,2,11,13,0,1,1,0,37660
211406163,99,2,2,9,12,0,1,1,0,48888
211407367,3,4,2,7,13,1,5,1,0,
211408169,3,4,3,10,11,0,1,1,0,90026
211408769,99,3,2,6,16,1,1,1,0,77619
211409644,3,2,3,8,16,0,1,1,0,48362
211410117,99,2,1,11,15,0,1,1,0,48176
211410188,2,1,5,5,12,1,1,1,0,16242
211411270,2,2,2,11,13,1,1,1,0,54806
211411865,2,3,2,5,11,0,2,1,0,31602
211412114,99,3,2,3,11,1,2,1,0,29501
211412257,2,2,3,3,11,1,2,1,0,45205
211413896,3,3,1,10,14,0,1,1,0,34452
211414447,3,4,2,5,14,0,5,1,0,80401
211414779,99,3,5,3,11,0,2,1,0,71342
211415199,99,3,1,7,12,0,1,1,0,39206
211415937,99,1,1,1,11,0,5,1,0,11237
211462778,3,3,3,7,15,1,2,1,0,28213
211463172,99,1,1,2,11,0,2,1,1,19121
211463838,2,3,2,10,13,0,1,1,0,
211466462,3,4,3,4,15,1,2,1,0,80228
211466753,99,1,4,8,16,1,5,1,1,01118
211467364,2,4,4,11,16,1,1,1,1,98168
211469819,2,2,5,5,11,1,2,1,1,60628
211469820,99,3,1,11,13,0,2,1,1,28376
211470929,99,4,2,4,14,1,1,1,0,95209
211474206,2,3,2,11,12,1,1,1,0,37122
211474386,3,1,4,11,15,0,3,1,0,01119
211474979,99,3,2,5,11,1,2,1,0,73521
211475199,99,3,2,7,11,0,1,1,0,75062
211475789,3,4,2,6,17,0,1,1,0,
211475973,3,3,3,10,12,1,1,1,0,77536
211476607,99,2,1,2,11,0,5,1,0,
211478858,2,3,4,7,11,1,1,1,0,25427
211478916,99,1,3,11,18,1,2,1,0,08527
211479313,99,3,4,9,13,0,1,1,0,77550
211479673,2,4,3,9,11,1,1,1,1,93534
211479679,99,3,3,3,11,1,5,1,0,39531
211480112,3,4,4,6,12,0,3,1,0,97321
211484606,99,3,4,4,11,1,5,1,1,
211484854,99,3,1,6,11,0,2,1,0,
211484867,99,2,2,11,12,0,2,1,0,45710
211485023,2,3,1,10,12,0,1,1,0,76034
211485484,3,3,4,7,14,1,1,1,0,70769
211486036,3,3,2,6,12,0,1,1,0,22802
211486867,99,3,3,6,11,1,1,1,0,29520
211487073,99,4,2,11,15,1,1,1,0,85616
211488352,1,1,2,5,11,1,5,1,1,07008
211489580,2,3,5,2,16,1,2,1,0,20774
211492164,2,1,2,11,15,1,1,1,0,18657
211492293,99,4,1,9,11,0,2,1,0,91201
211492455,99,1,1,4,13,0,1,1,0,08009
211494850,99,2,2,8,13,0,5,1,0,49316
211495230,2,2,5,5,11,1,1,1,0,48178
211495384,2,2,5,6,12,1,1,1,0,44202
211496212,99,3,1,9,11,0,5,1,0,42053
211496215,99,3,1,4,11,0,1,1,0,
211496558,3,4,3,8,17,1,1,1,0,80013
211496824,3,1,2,10,14,0,1,1,0,13045
211498352,3,4,1,9,16,0,2,1,0,94544
211498439,99,2,2,7,16,1,1,1,0,60073
211498858,99,3,2,7,13,0,2,1,0,78418
211499336,2,2,4,9,11,0,1,1,0,61354
211499584,99,1,1,7,16,0,1,1,0,06450
211499993,4,3,2,7,14,0,1,1,0,26452
211502934,99,3,4,4,12,1,5,1,1,75154
211553499,99,3,5,6,14,0,5,1,1,76137
211555127,99,3,2,4,15,0,1,1,0,30606
211559273,3,4,2,11,16,0,1,1,0,92503
211560400,99,2,2,7,13,1,1,1,0,46143
211560514,99,3,1,4,14,0,1,1,1,33312
211560890,99,4,1,8,12,0,2,1,1,94801
211561035,4,1,5,7,15,1,5,1,1,02720
211561350,99,1,4,11,12,0,2,1,0,14304
211561383,3,4,2,6,16,1,5,1,1,95823
211562437,3,1,2,9,13,1,1,1,0,14845
211562572,4,1,2,11,12,0,1,1,0,19002
211562575,2,2,2,10,15,1,1,1,0,55421
211562650,99,3,2,7,15,1,1,1,0,27519
211562798,4,4,4,8,18,1,3,1,0,91387
211563401,4,1,5,6,17,1,1,1,0,05403
211563628,99,1,1,3,12,0,1,1,0,11230
211563826,4,4,5,8,15,1,1,1,0,
211565179,2,2,3,11,12,1,1,1,0,43465
211565964,99,3,1,11,13,0,1,1,0,77002
211566033,99,3,5,8,13,1,2,1,0,30102
211566195,4,2,2,3,13,0,1,1,0,63701
211566821,99,4,2,7,12,0,1,1,0,80831
211569113,4,1,2,9,14,0,1,1,0,19607
211569768,99,4,2,7,12,0,1,1,0,93635
211569874,3,2,4,4,13,1,1,1,0,49428
211571084,3,1,2,10,16,1,1,1,0,06066
211571119,99,3,3,8,11,1,3,1,1,75751
211571394,2,1,5,8,13,1,1,1,0,17566
211571547,2,2,4,6,13,1,2,1,1,48229
211571797,2,3,5,11,11,1,5,1,1,32839
211573207,3,1,4,8,16,1,5,1,0,10462
211574278,2,4,2,11,11,0,2,1,0,92596
211574634,4,3,4,9,13,1,1,1,0,79109
211575033,4,3,2,11,14,0,1,1,0,33947
211575477,99,3,3,8,12,0,5,1,0,28213
211576014,4,3,4,9,17,0,2,1,0,39211
211576269,2,3,3,9,15,0,1,1,0,30041
211576850,4,3,1,4,13,0,1,1,0,21286
211577084,99,2,3,3,11,0,2,1,0,66048
211577243,3,1,1,5,15,0,1,1,0,05680
211579558,99,3,1,8,13,0,2,1,1,77449
211580085,2,2,3,11,12,1,1,1,0,54981
211580730,3,3,2,8,17,1,1,1,0,38804
211580764,99,1,4,7,11,1,1,1,0,17201
211581090,2,3,3,7,13,1,1,1,0,71118
211582053,2,3,1,9,13,0,1,1,0,28429
211584156,4,3,2,11,13,0,1,1,0,27410
211584531,99,3,2,4,15,1,2,1,0,28278
211584892,99,3,1,1,16,0,3,1,0,
211588163,2,3,5,8,17,1,1,1,0,37211
211588648,4,3,2,7,12,0,5,1,1,32771
211589122,4,3,2,11,12,0,1,1,0,34224
211591556,3,2,2,8,15,1,1,1,0,48642
211591895,99,1,1,4,11,0,2,1,1,19120
211593014,2,2,1,7,13,0,1,1,0,60014
211593374,99,1,2,8,11,0,5,1,0,12203
211594370,99,3,2,6,18,1,5,1,0,77429
211594547,3,2,2,7,12,1,5,1,0,56472
211595296,3,4,4,9,18,1,1,1,0,95132
211596567,99,4,1,8,12,0,5,1,1,93901
211596759,99,4,1,6,12,0,3,1,0,83864
211597543,3,4,1,10,15,0,3,1,0,90022
211652873,3,3,1,8,11,0,2,1,0,27534
211654159,99,3,1,3,11,0,5,1,0,70301
211655253,3,4,4,10,17,0,1,1,0,98042
211657226,3,1,2,8,16,1,5,1,0,07462
211657433,99,1,1,8,13,0,1,1,0,06460
211657476,99,3,5,11,12,0,1,1,0,37664
211657806,99,1,2,9,11,0,1,1,0,10956
211658400,99,3,5,6,18,1,1,1,0,
211658972,4,4,5,11,14,1,1,1,0,90277
211659094,5,3,1,11,11,0,1,1,0,73159
211659644,2,3,1,5,13,0,2,1,1,30016
211660702,2,1,1,7,13,0,1,1,0,10550
211662178,99,4,1,6,11,0,2,1,1,
211662895,99,2,5,4,11,1,3,1,0,48094
211663306,99,2,5,11,15,0,1,1,0,53704
211665430,5,2,1,3,12,0,1,1,0,48109
211666117,2,3,1,11,11,0,2,1,0,39339
211668678,99,3,5,10,11,1,1,1,0,31313
211671913,2,3,1,5,11,0,5,1,1,33183
211672259,3,2,5,7,15,1,1,1,0,49348
211675067,99,4,3,6,15,1,5,1,0,98103
211676555,99,1,3,7,12,1,2,1,0,06516
211677149,2,3,3,4,15,1,5,1,1,73034
211679306,99,1,2,8,11,1,1,1,0,13901
211681353,3,1,2,7,15,0,1,1,1,18337
211681527,3,3,5,8,14,1,1,1,0,77406
211682330,3,3,5,4,11,1,1,1,0,72641
211683769,99,3,4,3,12,1,2,1,0,35205
211684799,3,3,3,4,14,1,2,1,0,30909
211685236,99,3,5,10,14,1,5,1,0,78934
211687134,3,1,2,5,12,1,1,1,0,02790
211687834,3,3,3,7,13,1,1,1,1,73750
211688383,2,1,1,2,11,0,1,1,0,11727
211691032,2,3,5,10,11,1,1,1,0,30301
211691791,2,3,2,8,16,0,1,1,0,36608
211692055,99,3,2,11,13,1,1,1,0,39426
211692606,3,4,4,5,13,1,1,1,0,93535
211694252,4,2,5,11,13,1,1,1,0,48197
211696632,3,1,5,9,11,1,1,1,0,05201
211753463,4,1,4,8,17,0,2,1,0,07801
211754216,3,3,2,7,14,1,1,1,0,76031
211754264,3,4,3,6,15,1,3,1,0,90630
211755166,99,1,1,8,12,0,2,1,0,10573
211755197,4,4,1,6,16,0,5,1,1,80120
211755950,3,4,3,10,11,1,3,1,0,92704
211756769,5,3,1,8,11,0,1,1,0,24590
211756831,2,2,2,9,14,0,1,1,0,44647
211757237,4,3,2,6,18,1,3,1,0,20850
211757449,3,3,2,11,13,1,1,1,1,
211757581,99,4,1,3,12,0,2,1,0,80027
211757766,3,3,3,11,13,1,1,1,0,70070
211758858,99,4,2,11,13,0,1,1,0,80751
211759114,3,4,5,1,18,1,1,1,1,92011
211759904,99,3,1,4,12,0,1,1,0,74447
211760022,2,3,5,6,13,1,1,1,0,37188
211761311,99,4,1,7,12,0,5,1,0,84070
211761513,99,3,5,9,11,1,5,1,1,29323
211762888,1,2,2,8,11,1,3,1,0,54302
211762956,99,2,3,4,11,1,2,1,0,48124
211763121,1,3,3,11,11,0,2,1,1,78574
211763984,99,3,5,8,14,1,5,1,0,33326
211764220,3,3,2,3,14,0,1,1,1,32818
211765240,2,4,3,11,12,1,3,1,0,90810
211765930,99,4,1,9,12,0,1,1,0,95482
211766378,99,3,4,11,11,1,2,1,0,20109
211767147,99,2,5,9,11,1,5,1,0,49801
211767512,99,4,1,4,16,0,1,1,0,94015
211767577,99,4,4,7,14,0,1,1,0,80516
211767578,3,3,2,9,12,1,1,1,1,33021
211767682,4,1,1,11,14,0,1,1,0,08046
211768565,99,4,1,7,11,0,1,1,0,95628
211768716,3,2,4,5,13,1,1,1,0,60103
211770627,5,3,1,10,12,0,2,1,0,23707
211770946,99,4,2,9,12,0,1,1,0,59856
211770980,2,3,4,6,12,1,2,1,0,31401
211772031,2,1,1,11,11,0,1,1,1,
211772835,99,3,4,6,12,1,5,1,0,33626
211773678,3,3,1,9,11,0,2,1,0,20744
211774868,99,2,3,8,16,0,5,1,1,60025
211775448,99,3,1,7,11,0,1,1,0,42301
211775641,3,4,3,4,15,1,1,1,0,80215
211778661,99,4,4,9,15,0,1,1,0,98311
211779558,2,2,5,6,16,1,1,1,0,43528
211780146,4,3,5,10,13,1,1,1,0,39090
211782080,2,4,1,4,13,0,2,1,1,95340
211783416,4,1,2,11,17,1,3,1,0,02492
211783471,99,4,4,11,12,0,1,1,0,93277
211783916,99,2,2,8,11,0,1,1,0,43764
211783925,1,4,5,9,15,1,2,1,1,91702
211784379,2,3,3,2,11,1,5,1,0,32163
211784781,3,3,5,5,16,1,2,1,0,21157
211785473,99,1,1,5,11,0,2,1,0,10461
211785616,99,3,2,8,11,0,1,1,0,79339
211786054,99,3,3,1,11,1,5,1,1,
211786393,5,3,2,11,15,0,1,1,0,78258
211787019,5,2,4,9,13,1,1,1,0,62959
211787955,99,1,2,7,15,0,1,1,0,01843
211789521,4,3,2,8,16,0,5,1,1,78221
211789611,3,3,5,4,15,1,3,1,0,70815
211790039,99,1,4,5,16,0,1,1,0,01876
211790071,99,2,2,8,12,0,1,1,0,56057
211790429,5,4,2,10,18,0,1,1,0,95747
211790475,2,3,5,8,13,0,1,1,0,35244
211845163,5,3,1,11,13,0,2,1,0,75025
211845718,1,1,1,8,11,0,1,1,0,07860
211846557,4,1,3,10,17,0,1,1,0,02370
211846635,5,2,5,10,14,1,1,1,0,60450
211846848,2,4,5,5,11,1,2,1,0,89120
211847056,99,2,2,8,17,0,1,1,0,
211847421,99,4,1,10,12,0,1,1,0,82901
211847499,99,3,3,10,16,1,1,1,0,36535
211847625,99,3,4,4,14,0,1,1,0,38401
211847656,99,4,4,10,12,1,5,1,0,85031
211847760,2,3,3,7,15,1,1,1,0,30165
211847804,4,3,2,10,17,0,1,1,0,21043
211848325,2,3,3,5,15,1,2,1,0,70123
211848690,99,2,3,7,11,1,2,1,0,46953
211849158,4,4,1,11,15,0,1,1,0,95123
211850092,99,2,2,11,11,1,2,1,0,46224
211851553,99,3,1,5,12,0,1,1,0,78041
211852194,2,1,2,2,13,0,2,1,0,08043
211852475,99,1,5,9,13,1,2,1,0,02767
211853570,2,2,5,7,13,1,1,1,0,60073
211854887,2,1,5,2,11,1,3,1,0,08527
211855008,99,2,3,7,13,1,5,1,0,48124
211855209,99,2,2,8,11,0,1,1,0,60103
211856408,5,3,1,7,13,0,2,1,0,
211856887,4,1,1,3,14,0,5,1,1,02189
211857006,4,4,2,11,13,0,1,1,0,86326
211858359,3,3,1,2,11,0,1,1,0,72762
211858382,2,3,2,11,11,0,1,1,0,29687
211858802,99,3,1,10,12,0,2,1,0,41011
211858989,99,2,99,8,12,1,2,1,0,45805
211860259,3,3,5,8,13,1,2,1,1,34950
211860762,2,2,4,3,11,1,1,1,0,65109
211861078,99,3,2,11,11,0,2,1,0,35805
211861813,3,3,3,4,11,1,1,1,0,35215
211862568,99,3,3,3,18,1,5,1,0,28390
211863180,2,3,3,7,15,1,1,1,0,70570
211863264,3,3,1,11,11,0,1,1,0,21742
211863548,99,4,1,8,16,0,1,1,0,95928
211863990,2,3,2,9,11,1,1,1,0,33584
211865495,99,3,1,4,12,0,2,1,0,22827
211865953,3,1,5,10,13,1,1,1,1,06489
211866905,2,3,2,11,12,1,1,1,0,21701
211867200,99,3,2,6,12,1,5,1,0,32607
211867208,3,4,5,5,11,1,1,1,1,84401
211867450,3,3,2,4,11,0,1,1,0,30127
211868005,99,3,4,8,12,1,2,1,0,29456
211868856,3,1,3,10,16,0,3,1,0,18466
211868882,99,4,1,5,11,0,2,1,1,81401
211869873,2,1,5,5,15,1,1,1,0,14617
211869962,2,4,1,10,14,0,1,1,0,98684
211871562,4,1,1,8,13,0,3,1,1,11550
211872425,2,3,3,7,13,1,2,1,1,33928
211873512,3,3,4,7,16,1,1,1,0,76244
211873827,3,2,2,4,12,0,1,1,0,44146
211874455,99,2,3,7,12,1,1,1,0,64834
211874756,99,2,5,8,11,1,2,1,0,47802
211874888,3,3,3,6,11,1,1,1,0,23228
211875526,4,1,5,9,15,1,1,1,0,03458
211875853,1,1,3,6,12,1,2,1,1,10468
211876375,99,3,3,4,18,1,2,1,0,70433
211877765,4,2,2,9,15,0,2,1,0,43015
211878683,4,2,1,11,12,0,1,1,0,45503
211879662,3,1,2,7,14,1,1,1,0,08050
211881067,2,1,4,7,14,1,1,1,0,08070
211881171,99,2,1,3,12,0,5,1,0,68521
211881913,3,3,4,10,12,1,2,1,0,77840
211882369,99,3,1,6,11,0,2,1,0,
211883929,3,3,5,7,14,1,1,1,0,30188
211884685,3,1,2,11,11,1,2,1,0,07302
211884690,99,3,1,8,13,0,2,1,0,31204
211884853,99,2,3,4,18,1,2,1,0,60803
211884860,99,2,3,10,12,0,1,1,0,44641
211885172,2,3,4,7,12,1,3,1,0,32837
211886080,4,1,1,10,13,0,5,1,0,01879
211886222,2,3,2,11,15,0,1,1,0,33411
211941352,4,3,3,11,12,0,1,1,0,37040
211941736,99,3,2,7,11,1,2,1,1,30157
211943448,1,3,3,7,11,0,2,1,0,33142
211943638,3,4,2,6,18,0,1,1,1,95687
211943699,99,3,5,3,16,0,1,1,0,30305
211943703,99,2,3,2,14,0,1,1,0,49221
211945301,3,3,2,3,12,1,1,1,0,78229
211945380,3,1,3,10,15,1,1,1,0,08085
211946174,3,4,1,10,14,0,2,1,0,80907
211946536,99,3,1,7,12,0,1,1,0,76109
211947907,99,3,1,8,12,0,1,1,0,32548
211948125,3,4,4,10,15,1,1,1,0,82501
211948319,3,1,2,5,15,0,2,1,0,11362
211949015,99,4,5,4,11,1,2,1,1,91360
211949307,99,3,2,1,12,1,2,1,0,77539
211949592,99,1,2,3,18,1,2,1,1,07869
211950874,2,1,4,7,15,1,1,1,0,07728
211951101,2,3,4,7,12,0,1,1,0,29651
211952615,2,2,4,11,11,1,2,1,0,44706
211953140,4,4,3,9,14,1,1,1,0,91367
211953576,4,2,3,9,11,1,1,1,0,68104
211954475,3,2,2,8,18,0,1,1,0,55311
211954628,99,1,1,9,13,0,1,1,0,19464
211954962,2,3,5,7,14,1,2,1,0,31602
211955732,3,2,2,7,16,1,1,1,0,63114
211956222,99,3,2,2,12,1,2,1,0,
211956691,3,1,2,3,14,1,1,1,0,06355
211956911,3,2,5,8,15,1,1,1,0,45238
211957239,99,1,2,10,16,0,1,1,0,03842
211957299,99,2,2,8,13,0,1,1,0,62896
211957720,2,4,5,11,14,1,1,1,0,93274
211958112,4,3,2,4,17,1,2,1,0,20871
211958938,3,1,1,4,12,0,1,1,0,
211960119,99,3,5,3,11,1,3,1,0,77099
211961930,99,2,3,9,12,1,1,1,0,44413
211962252,2,4,5,8,11,1,5,1,0,98328
211962814,99,2,2,9,11,0,3,1,0,60641
211965530,99,3,2,8,11,0,1,1,0,74434
211967439,99,3,3,11,12,0,5,1,0,70119
211968164,5,2,2,8,18,1,1,1,0,60134
211968300,3,4,3,11,13,1,1,1,0,98012
211969664,99,2,4,5,16,1,5,1,0,60051
211970125,99,1,2,9,15,0,5,1,1,02767
211970327,99,3,3,5,15,1,5,1,0,32566
211971472,2,2,4,5,11,1,1,1,0,48310
211973021,4,1,5,6,14,1,3,1,0,15236
211974314,99,4,2,5,15,0,3,1,0,98109
211976506,99,4,3,11,13,1,5,1,0,85383
211976688,99,3,4,5,11,1,2,1,0,38732
211977256,99,2,1,8,11,0,1,1,0,66109
211978241,99,4,2,6,16,0,1,1,0,84040
211980573,3,4,3,5,13,1,1,1,0,98513
211982399,2,2,2,11,11,0,1,1,0,64804
211982502,5,1,2,11,14,0,1,1,0,06010
211984251,4,3,4,9,11,1,2,1,0,29501
212042202,3,3,2,3,13,0,1,1,0,28374
212042508,99,4,5,11,15,0,1,1,0,84634
212042818,99,2,1,11,12,0,5,1,0,
212042997,1,3,4,7,13,1,3,1,0,
212043085,99,3,1,8,12,0,2,1,0,29204
212043171,4,3,2,11,15,0,2,1,0,21230
212044239,4,2,2,11,15,1,1,1,0,55901
212047125,99,2,1,5,12,0,2,1,0,45044
212047986,99,4,5,5,13,0,1,1,1,94541
212048143,1,3,5,10,13,0,5,1,1,33033
212049947,99,4,4,11,12,0,5,1,1,95825
212050138,4,2,4,8,18,1,1,1,0,54467
212051337,99,3,3,7,16,1,5,1,0,34953
212056096,99,3,1,1,12,0,2,1,0,33411
212056272,99,3,1,8,11,0,2,1,0,28037
212057224,3,3,2,7,12,1,2,1,0,70634
212058781,4,3,1,6,15,0,2,1,0,21234
212060577,2,1,4,9,13,1,1,1,1,08096
212062944,2,4,2,3,12,1,5,1,1,93536
212063186,2,2,3,11,18,1,1,1,0,46530
212063908,3,3,5,7,13,1,5,1,1,34772
212063955,2,3,2,10,13,0,1,1,0,35747
212064586,99,3,4,6,11,1,2,1,1,33905
212065305,1,4,4,11,14,0,2,1,0,90221
212065480,2,3,3,5,12,1,1,1,0,31513
212066515,99,1,1,8,11,0,3,1,0,19083
212067093,3,3,1,3,11,0,5,1,0,24502
212067422,2,3,2,4,18,1,1,1,0,21502
212069027,4,1,2,8,15,0,1,1,0,15108
212069586,99,3,1,11,12,0,1,1,0,79567
212070007,4,1,3,11,14,0,3,1,1,10038
212070032,99,3,2,5,13,0,5,1,0,35901
212070077,99,1,2,7,18,0,3,1,0,07306
212074555,4,4,2,10,17,1,5,1,0,98115
212076698,2,3,2,8,12,0,2,1,0,36608
212077041,2,2,2,11,13,0,1,1,0,43147
212077768,99,3,5,10,14,1,1,1,0,
212079168,3,3,2,3,15,1,2,1,0,29206
212079495,2,4,5,6,13,1,1,1,0,88415
212079661,99,2,2,7,13,1,2,1,1,60914
212079683,99,1,2,9,12,0,1,1,0,02878
212080487,99,3,1,1,16,0,5,1,0,27517
212081003,1,3,2,11,12,0,1,1,1,79925
212081186,99,3,2,3,11,1,1,1,0,31548
212082468,99,3,2,4,11,0,1,1,0,24060
212082622,3,1,4,9,15,1,5,1,1,01801
212082684,3,4,2,11,13,0,1,1,1,91730
212083745,2,2,2,9,14,1,1,1,0,53716
212084629,99,4,2,10,17,0,5,1,0,91208
212084751,99,4,5,2,11,1,5,1,1,84123
212084800,99,3,1,5,12,0,5,1,1,32738
212084878,99,2,1,1,11,0,1,1,0,47348
212086945,99,3,2,7,14,0,1,1,0,76247
212088002,2,2,2,6,14,1,1,1,1,48623
212147806,3,3,4,6,12,1,5,1,0,76134
212148014,2,1,3,5,15,1,1,1,0,16601
212148502,99,3,2,8,12,0,2,1,0,39350
212148679,3,3,2,7,18,0,1,1,1,
212150878,2,2,2,7,14,1,1,1,0,44830
212150924,3,2,5,11,14,1,1,1,0,60602
212151094,99,3,1,4,11,0,2,1,0,23234
212151147,99,2,4,7,12,1,1,1,0,46112
212151709,99,4,2,7,11,1,2,1,0,93257
212152354,2,2,2,4,11,1,5,1,1,46323
212152581,99,3,1,9,11,0,5,1,0,77091
212152610,3,4,4,10,13,1,1,1,1,92879
212152821,99,4,1,9,18,0,2,1,0,90250
212153009,99,3,2,3,11,0,5,1,0,
212155194,3,2,5,6,12,1,2,1,0,45238
212155814,4,1,2,5,16,0,2,1,1,10069
212155834,99,4,3,11,11,0,2,1,0,87112
212156492,99,4,5,6,13,1,5,1,0,89148
212156600,99,2,2,8,15,0,1,1,0,61314
212157249,2,3,2,10,18,1,5,1,1,33461
212158691,3,4,3,9,16,0,5,1,0,92064
212159660,3,2,4,7,16,1,1,1,0,63628
212159689,99,4,1,4,15,0,3,1,0,92122
212160912,99,3,5,11,12,1,1,1,0,37923
212162394,4,3,2,6,16,1,1,1,0,21144
212162710,99,3,2,4,13,0,1,1,1,20708
212162972,99,3,4,5,11,1,5,1,1,28532
212163495,99,3,1,7,12,0,3,1,0,37042
212163869,3,3,4,6,13,1,5,1,1,78520
212165341,2,1,5,9,16,1,5,1,1,11373
212166334,2,3,3,7,11,1,1,1,0,72015
212166343,99,4,2,9,12,0,1,1,0,98570
212167186,2,3,4,9,15,1,2,1,0,28027
212168276,4,1,5,8,16,1,1,1,1,11238
212169749,3,1,2,11,14,1,5,1,0,12203
212170909,2,3,2,10,15,0,1,1,0,39111
212171376,3,3,2,3,11,0,1,1,0,36277
212171830,2,3,5,7,13,1,5,1,1,79928
212172127,3,4,3,8,16,1,1,1,1,93010
212172541,99,3,3,6,11,1,5,1,0,29801
212172738,3,3,1,3,12,0,1,1,1,27510
212172771,4,3,2,8,14,1,1,1,0,77429
212172939,3,4,2,7,14,1,2,1,0,
212175145,99,2,3,8,11,1,2,1,0,60466
212176612,4,2,1,9,13,0,1,1,0,
212176974,3,3,2,9,12,0,2,1,0,32792
212177310,1,1,3,3,11,1,1,1,1,08260
212178565,2,3,2,6,11,1,2,1,0,70072
212180558,99,1,1,6,11,0,2,1,0,10469
212180750,3,3,2,11,16,0,1,1,0,33063
212180924,99,3,2,11,12,0,1,1,0,33917
212181224,99,3,2,8,13,0,1,1,0,32708
212181744,2,3,2,11,14,0,2,1,0,35205
212182293,99,3,1,8,11,0,1,1,0,36854
212182353,4,1,1,10,11,0,5,1,0,11373
212183795,2,4,5,9,13,0,1,1,0,91910
212184111,3,3,4,6,14,1,5,1,0,33029
212184236,2,1,2,10,15,1,1,1,0,14411
212185864,2,2,1,5,13,0,1,1,0,46721
212188854,3,3,3,11,11,1,1,1,0,23111
212188952,1,3,5,6,11,1,5,1,1,34142
212189283,2,1,2,9,16,0,1,1,0,08075
212189406,2,2,5,6,12,1,2,1,0,44124
212190466,4,3,2,11,14,0,1,1,0,29906
212191341,2,1,3,8,14,1,2,1,1,11429
212191903,4,1,3,11,14,0,1,1,0,14075
212192599,99,1,2,3,12,0,1,1,0,
212193219,4,3,2,10,12,1,2,1,0,35762
212252365,3,4,2,9,12,0,1,1,0,93436
212253285,3,3,5,7,15,1,3,1,0,33781
212253564,99,4,5,6,12,1,1,1,0,86409
212254288,3,4,5,8,15,1,1,1,0,98374
212255020,99,4,2,11,13,0,1,1,0,84047
212255542,2,3,2,11,11,0,1,1,0,
212255855,99,4,3,7,15,0,1,1,0,92882
212256191,4,1,3,10,17,0,1,1,1,10467
212257168,99,3,1,11,15,0,1,1,0,28374
212257183,3,2,1,10,11,0,2,1,0,50401
212257521,99,2,2,2,11,1,2,1,0,63031
212257639,2,3,4,11,15,1,2,1,0,37814
212257724,5,3,1,9,11,0,1,1,0,
212257976,99,2,3,11,12,0,2,1,0,53110
212258194,99,3,2,1,11,1,2,1,0,70363
212260361,99,4,5,4,11,1,5,1,0,91605
212261064,99,3,3,10,11,0,3,1,0,
212261330,2,3,5,6,13,1,1,1,0,25541
212261587,4,3,3,8,18,0,1,1,0,33467
212261792,3,4,2,11,15,0,1,1,0,89113
212261947,4,3,1,11,12,0,5,1,0,22015
212263878,99,2,3,7,11,1,1,1,0,45331
212263897,99,1,2,8,12,0,5,1,0,11420
212264439,3,3,3,6,15,1,1,1,0,
212265786,99,1,3,5,11,1,5,1,1,12779
212265975,3,4,5,9,16,1,5,1,1,95361
212266039,99,4,1,5,13,0,1,1,1,
212266286,99,3,2,4,15,0,1,1,0,77591
212267006,99,3,2,11,14,0,1,1,0,32640
212267205,3,4,1,11,16,0,1,1,0,95688
212267367,99,4,2,5,11,0,2,1,0,95054
212268086,99,2,4,3,13,1,1,1,1,64127
212268150,3,4,2,8,12,0,5,1,0,89503
212268167,99,2,1,11,13,0,2,1,0,60302
212268654,3,2,5,6,16,1,2,1,0,46236
212269500,4,3,2,11,17,0,2,1,0,30049
212270769,99,3,1,6,12,0,2,1,1,77063
212270774,4,2,5,8,13,1,1,1,0,45238
212270889,99,3,3,11,11,1,5,1,0,27215
212272807,4,4,2,9,15,1,1,1,0,93940
